Series Name,Series Code,Country Name,Country Code,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Niger,NER,50.72265975,50.7237794,50.72143135,50.71689495,50.71044686,50.70308008,50.6968277,50.6908145,50.68232967,50.67008613,50.65576379,50.64023771,50.62395694,50.60611058,50.58750871,50.56862815,50.54822192,50.52538678,50.50004545,50.46932785,50.43518184,50.40140698
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Nigeria,NGA,50.5388137,50.52780858,50.51816106,50.50593717,50.48960086,50.47287899,50.45504238,50.43780432,50.42372236,50.41085471,50.39737192,50.38242245,50.36658592,50.35003566,50.33320885,50.31956176,50.30923698,50.30274028,50.29736792,50.29068516,50.28342601,50.27300174
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,North Macedonia,MKD,49.84359469,49.85889043,49.87437662,49.88406831,49.89100971,49.89836547,49.90707024,49.91679167,49.92630472,49.9378037,49.94789181,49.957775,49.97019813,49.98337151,49.99537442,50.00715147,50.02236825,50.03901548,50.0540977,50.06875434,50.08778358,50.17804755
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Northern Mariana Islands,MNP,53.75269924,53.75194519,53.70560832,53.61426451,53.48083651,53.34029845,53.19461013,53.04383274,52.89069732,52.73009724,52.565939,52.39908606,51.96627655,51.31449804,50.72294776,50.20142744,49.74114441,49.32126041,48.92903836,48.55473514,48.18563542,47.82143711
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Norway,NOR,50.45883394,50.44509359,50.43123038,50.40937468,50.39114737,50.38416703,50.36382455,50.32799292,50.28057057,50.22796215,50.16118569,50.06672977,49.98281095,49.92792801,49.85845062,49.74839566,49.64668113,49.59708579,49.57767138,49.56537187,49.55806381,49.55129766
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Oman,OMN,60.86784558,61.09469566,62.08534624,63.54222068,64.57869184,65.19179172,65.17258707,64.75539246,64.63460777,64.44244736,63.36048494,61.54175255,59.29750159,57.87134708,57.66785564,57.45342902,57.22935865,56.99600667,56.75331277,56.71343971,56.90054205,57.10737527
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Pakistan,PAK,50.44458798,50.48175596,50.53577815,50.61282722,50.71568421,50.83799861,50.99852176,51.18456051,51.29131572,51.31971081,51.34964115,51.38248547,51.41947604,51.45778773,51.49498267,51.52906298,51.55846086,51.58050458,51.59697512,51.6113246,51.62130589,51.63537349
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Palau,PLW,51.93021324,52.04172215,52.1756065,52.34985488,52.55821764,52.74990189,52.93556354,53.13026863,53.06248595,52.73237855,52.65797392,52.83442982,53.02049622,53.1870817,53.34519946,53.48549003,53.63678067,53.78447885,53.97096499,54.15995976,54.32471916,54.48860198
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Panama,PAN,50.00271062,50.02044232,50.03893446,50.05280527,50.06207303,50.07020156,50.07724144,50.08413992,50.09184084,50.10071814,50.11132233,50.1240012,50.13827344,50.153076,50.16756903,50.18070214,50.1918765,50.20121796,50.20930771,50.21693433,50.22460822,50.23263457
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Papua New Guinea,PNG,51.58740558,51.63994706,51.68873928,51.73455848,51.77673348,51.81663967,51.85748242,51.89917871,51.93793165,51.97342785,52.00725842,52.03797743,52.06047682,52.07694367,52.09325093,52.10536932,52.11510003,52.12780232,52.1438017,52.16029276,52.17601885,52.1913616
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Paraguay,PRY,50.1734323,50.19937203,50.22115387,50.23615526,50.24928112,50.26163561,50.27433471,50.28689128,50.29879057,50.31024109,50.32194772,50.33449186,50.34820329,50.36327455,50.37944089,50.39683228,50.41609489,50.43689124,50.45892749,50.48187514,50.50176752,50.51655547
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Peru,PER,49.50745953,49.51765319,49.54076829,49.56055107,49.56517748,49.56754976,49.55577849,49.54328235,49.55434632,49.58542131,49.63239996,49.69090724,49.76290108,49.84978624,49.947697,49.98778863,49.96554747,49.94298736,49.92156532,49.90203032,49.88478115,49.87096199
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Philippines,PHL,50.77862687,50.77036922,50.75982626,50.74354595,50.72544022,50.70480988,50.68097372,50.65380236,50.62896248,50.60693566,50.5831021,50.55814111,50.54305465,50.5588817,50.59472237,50.61668603,50.6150412,50.60223913,50.58940341,50.57737897,50.56390819,50.54780163
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Poland,POL,48.4120827,48.35667875,48.37626195,48.38684747,48.38883171,48.39029916,48.39477659,48.40114215,48.40584459,48.41036887,48.41680217,48.42488307,48.43206476,48.43766555,48.44793284,48.46875051,48.49655016,48.52116649,48.54043324,48.5577203,48.57432346,48.59120362
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Portugal,PRT,47.18364033,47.17866284,47.19151672,47.20851653,47.25578204,47.32546983,47.37364766,47.4231424,47.49886918,47.5880008,47.67186849,47.75306285,47.82613541,47.89130141,47.96134755,48.01837595,48.0582556,48.09393238,48.13126135,48.17279944,48.22470974,48.24936687
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Puerto Rico,PRI,47.16934258,47.23500535,47.31198901,47.3977698,47.48515411,47.56449604,47.63279479,47.69417285,47.74660745,47.79143562,47.83143083,47.86849329,47.90393666,47.93581816,47.96430931,47.9918632,48.01784701,48.04279739,48.06626187,48.08789563,48.10825387,48.12768666
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Qatar,QAT,72.5100014,72.67500795,72.6489602,73.23704642,74.26071625,74.91605989,75.35279053,75.25889671,74.5928249,74.05056544,74.26282758,74.87538598,75.74922498,76.60578262,76.43256799,74.79229121,71.68009773,68.26572092,67.19091244,67.43782773,67.37709377,67.29156447
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Romania,ROU,48.37150846,48.34803524,48.37890452,48.40600217,48.4195648,48.4293781,48.42927151,48.420907,48.41656533,48.41781939,48.42038468,48.42196339,48.42598388,48.43497497,48.44145709,48.43959983,48.42963698,48.41368854,48.39510353,48.37882402,48.37282435,48.39676772
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Russian Federation,RUS,46.44247246,46.44478253,46.45269383,46.44987797,46.43238263,46.412671,46.39267665,46.37397462,46.35373501,46.32608354,46.2931507,46.26250369,46.23965529,46.22995379,46.23514472,46.25244204,46.29142119,46.36467127,46.45127193,46.53281399,46.60151495,46.65677896
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Rwanda,RWA,48.93073072,48.89536297,48.85872609,48.8202441,48.77842846,48.735681,48.69250842,48.64551185,48.59546828,48.54112338,48.48314637,48.43613441,48.39669218,48.35233141,48.30359775,48.25003612,48.19112399,48.12624754,48.05377205,47.97412276,47.95157989,48.02837229
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Samoa,WSM,50.98209387,50.99102229,51.00940311,51.03560558,51.07224095,51.10966623,51.14671311,51.1865639,51.22796235,51.27063754,51.31382367,51.35904579,51.406982,51.45463205,51.50401226,51.55923519,51.61818364,51.68428531,51.75703051,51.83205292,51.90805337,51.9700318
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,San Marino,SMR,48.6631016,48.6560972,48.70467845,48.71554801,48.67666003,48.63753817,48.62859845,48.63866548,48.64176825,48.62851134,48.58143185,48.71826435,48.94330549,49.00994881,49.02931596,49.0550507,49.04703094,49.00366002,48.96710549,48.94234467,48.93632236,48.94091824
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Sao Tome and Principe,STP,49.87553875,49.88861847,49.9046382,49.91775358,49.92192823,49.92645504,49.92767505,49.92442473,49.92177096,49.91768039,49.91101704,49.8962611,49.88415377,49.88547561,49.88391071,49.88136242,49.88143008,49.88248392,49.87793046,49.86992885,49.85684826,49.84411109
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Saudi Arabia,SAU,57.62129341,57.7636085,58.02369618,58.15691649,58.07132836,57.99008643,57.73026433,57.32578667,57.16365011,57.20331659,57.24721828,57.30005477,57.34104689,57.31017533,57.22193755,57.13383011,57.05062115,56.97369795,57.01045753,57.11077439,57.14470605,57.15780849
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Senegal,SEN,49.17892231,49.16273423,49.14131802,49.12646451,49.11588247,49.10496535,49.09798123,49.09586331,49.09808717,49.10926106,49.12596766,49.14068009,49.15527153,49.16963297,49.18386188,49.19798036,49.21166253,49.22494935,49.2390985,49.25637098,49.27505783,49.29663604
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Serbia,SRB,47.93091057,47.92682898,47.93827947,47.95211656,47.95681035,47.9586276,47.96493876,47.97622075,47.98963674,48.00735488,48.02754451,48.04813541,48.07153306,48.0980313,48.12359361,48.14934545,48.17642344,48.19726715,48.20971095,48.21446389,48.22599028,48.24852077
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Seychelles,SYC,52.64754756,52.69040396,52.6741211,52.61801424,52.52907343,52.44619933,52.36598082,52.28436114,52.19742656,52.08139463,51.92479199,51.74416746,51.5577487,51.38855322,51.2371157,51.09198981,50.95702295,50.82728829,50.6958626,50.55268447,50.44945592,50.37779036
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Sierra Leone,SLE,50.10845115,50.10118588,50.09452306,50.08748789,50.08017141,50.07139633,50.06040236,50.04844306,50.03421239,50.01829901,50.00043455,49.97998453,49.95772677,49.933321,49.90649925,49.87707864,49.84298873,49.80685633,49.77197271,49.73850228,49.70587222,49.67591746
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Singapore,SGP,52.29666403,52.30539668,52.28562596,52.2734622,52.26887369,52.26400892,52.25787837,52.24372737,52.21184733,52.16873507,52.12360888,52.07617606,51.97124481,51.74827729,51.45180165,51.13191298,50.78653398,50.54489017,50.56134073,50.71241263,50.86171355,51.01080062
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Sint Maarten (Dutch part),SXM,53.53480475,53.52163844,53.36649779,53.16193578,52.93518913,52.88780651,52.8708944,52.62280811,52.3657289,52.04392923,49.66276786,47.26950674,47.35424108,47.53227726,47.71382795,47.89021658,48.0495395,48.2091827,48.36133915,48.49564401,48.61647151,48.72208151
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Slovak Republic,SVK,48.86265554,48.82653385,48.83318266,48.82836651,48.81273127,48.79309676,48.77180986,48.74737392,48.72782319,48.7152197,48.69911595,48.67756373,48.65859317,48.63954339,48.62370848,48.6147135,48.60576114,48.59710556,48.58683767,48.57950021,48.57726383,48.57432108
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Slovenia,SVN,50.26851032,50.25794915,50.19722418,50.07674283,49.95892539,49.84197424,49.72493086,49.60622088,49.53186079,49.50790736,49.48399356,49.45810919,49.40059408,49.30596633,49.21414746,49.13032583,49.0483569,48.96302733,48.88066541,48.80534993,48.73495728,48.68571648
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Solomon Islands,SLB,51.07176438,51.09592273,51.10613419,51.1162338,51.12620573,51.13698158,51.14885799,51.16279829,51.17823813,51.19469748,51.21450323,51.23771719,51.26333749,51.29198061,51.32335015,51.35716253,51.39310541,51.43299495,51.47514228,51.51967842,51.56713107,51.61707104
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Somalia,SOM,50.13460142,50.13382199,50.13281114,50.12968282,50.12713569,50.1264883,50.12692713,50.12678814,50.12522508,50.12243936,50.11881521,50.11396976,50.11041729,50.10479507,50.09509064,50.08660659,50.07659268,50.06402802,50.05004273,50.03510352,50.01775031,49.99840697
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,South Africa,ZAF,48.69947241,48.65046461,48.60518262,48.5615048,48.52201972,48.489906,48.59457632,48.59899073,48.42116282,48.32814823,48.26676841,48.20233652,48.13661297,48.07414403,48.01285105,47.94795969,47.8791781,47.80631765,47.73158438,47.65790812,47.58930025,47.52898991
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,South Sudan,SSD,49.52310806,49.50176177,49.48104543,49.45736206,49.43781,49.44147366,49.45675104,49.45549516,49.45523542,49.44558502,49.4075561,49.36302176,49.30601614,49.24307312,49.18101862,49.11165274,49.03552729,48.95316949,48.86701294,48.77714514,48.68785989,48.59939845
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Spain,ESP,49.01121416,49.00657834,49.0094409,49.01817414,49.03230663,49.06054782,49.09571009,49.12921535,49.16714895,49.22512511,49.30071557,49.36519179,49.41120533,49.45140344,49.46157572,49.41172196,49.34944826,49.28950362,49.20034294,49.11499974,49.03329757,48.985421
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Sri Lanka,LKA,48.16178604,48.17839312,48.19778459,48.22642975,48.25575711,48.28797275,48.32412732,48.36227463,48.40268751,48.44817913,48.49623976,48.56820144,48.67189325,48.78993883,48.91208033,49.02823421,49.13937129,49.24372261,49.34590723,49.45419874,49.56845396,49.68582645
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,St. Kitts and Nevis,KNA,48.28461716,48.34474646,48.42785777,48.51819249,48.60869747,48.69728994,48.79049134,48.88051894,48.96942811,49.0443193,49.1084711,49.13936235,49.1741029,49.2365605,49.30655696,49.37785813,49.45172164,49.52166934,49.58136539,49.64140337,49.69090437,49.69990867
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,St. Lucia,LCA,49.45484468,49.50709988,49.55784799,49.60270574,49.64640673,49.6892692,49.73046204,49.76626068,49.79920368,49.83043833,49.85328435,49.86552035,49.8610583,49.82791948,49.77220957,49.71644838,49.66900943,49.62814265,49.58140271,49.53234343,49.48176441,49.43833518
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,St. Martin (French part),MAF,47.53232047,47.5397521,47.54400516,47.54989282,47.55996691,47.57653061,47.579788,47.56996002,47.52843084,47.46485592,47.42130683,47.38927098,47.38329036,47.45654821,47.58166624,47.71118182,47.85419653,48.01805572,48.16649846,48.31344546,48.47240051,48.62934808
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,St. Vincent and the Grenadines,VCT,50.91776658,50.99969329,51.06850677,51.11890511,51.15452931,51.18570522,51.20466578,51.21804624,51.23185424,51.23592369,51.23192361,51.21845763,51.20119296,51.18262928,51.16574205,51.14505883,51.12046452,51.09199147,51.05676329,51.02380026,51.00220361,50.98599977
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Sudan,SDN,49.96352578,49.96959516,49.97567533,49.98055958,49.98493419,49.98964843,49.9955012,50.00287128,50.01334342,50.02705143,50.03898203,50.04805979,50.05587889,50.06497329,50.07794577,50.09348,50.11003869,50.14004974,50.18497098,50.22521747,50.25581497,50.28428315
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Suriname,SUR,49.77428645,49.81965301,49.85561678,49.88114296,49.9130054,49.95855735,50.00524548,50.04439811,50.07635839,50.11144664,50.14844717,50.18799376,50.22945356,50.26972872,50.30977379,50.35230876,50.39739628,50.44554647,50.49669782,50.49346937,50.42891786,50.35679553
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Sweden,SWE,50.39757437,50.37226654,50.33332629,50.28637732,50.23475989,50.18020141,50.12406417,50.06798927,50.01271094,49.95820263,49.90310263,49.85083531,49.80189686,49.75432227,49.70842226,49.66302833,49.62177306,49.58788025,49.55654894,49.52654163,49.49675174,49.46676021
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Switzerland,CHE,49.65904587,49.63511082,49.61450409,49.59678567,49.58537467,49.5754043,49.53313656,49.47617238,49.43611775,49.39210844,49.33929801,49.29065696,49.24704392,49.20744388,49.15033316,49.0671719,49.00764012,48.97408404,48.94288167,48.91428942,48.88483168,48.86697212
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Syrian Arab Republic,SYR,50.07233139,50.08888189,50.10286389,50.12342119,50.15842739,50.21428489,50.27073042,50.31765392,50.36604798,50.41412933,50.45548716,50.47836337,50.48462986,50.49035104,50.49158615,50.50295839,50.52934568,50.54512438,50.55005785,50.55920169,50.57267758,50.58598939
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Tajikistan,TJK,50.32491904,50.31908508,50.31315993,50.30412864,50.28550201,50.26349711,50.23746985,50.20499027,50.16511441,50.1165596,50.05909721,49.99493244,49.92264929,49.83853726,49.7477892,49.65847016,49.5718051,49.48708679,49.40466423,49.32328132,49.24166374,49.15836169
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Tanzania,TZA,49.42296795,49.40788825,49.38933969,49.37726,49.37013822,49.34133722,49.28737839,49.21802736,49.1699917,49.15393974,49.14288008,49.14556568,49.15939909,49.21270297,49.277463,49.30925049,49.33214917,49.35591103,49.38103738,49.40916729,49.43120381,49.44645365
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Thailand,THA,48.54607785,48.59423744,48.64518223,48.6951021,48.74517281,48.794102,48.84221951,48.88792772,48.93009232,48.97068498,49.00989448,49.04817507,49.08617543,49.11566629,49.13637649,49.15608051,49.17445353,49.19199026,49.2078399,49.2223747,49.23621879,49.24964994
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Timor-Leste,TLS,50.99224929,50.99376051,50.9980423,50.99918934,50.99857748,50.99832292,50.99864278,50.99994775,51.03086519,51.09443806,51.16421547,51.24081741,51.2949179,51.29812114,51.27929317,51.26324113,51.24949224,51.23917661,51.24245631,51.26796522,51.30397883,51.34260768
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Togo,TGO,50.26981933,50.26447602,50.2578951,50.24830482,50.23676227,50.22220751,50.20474188,50.18528136,50.16414478,50.14116489,50.11597984,50.08906938,50.06129928,50.03481999,50.0079711,49.98036391,49.95362804,49.92722701,49.90255548,49.87981002,49.85964316,49.83995494
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Tonga,TON,49.45628778,49.46376525,49.49265586,49.54121447,49.61388493,49.69216905,49.77343033,49.86242249,49.95685855,50.05836267,50.15906681,50.25601472,50.35247665,50.4470619,50.56390977,50.68830998,50.75148319,50.7587591,50.7664039,50.77387223,50.78031675,50.79643445
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Trinidad and Tobago,TTO,49.31863487,49.34176158,49.34792217,49.46837242,49.41187964,49.23850624,49.25551102,49.28169667,49.303938,49.31822709,49.32902305,49.33958677,49.35531264,49.37620924,49.39614576,49.40986857,49.41910163,49.43410697,49.45502846,49.47294075,49.49129397,49.50757041
